md5hash,fitzpatrick_scale,fitzpatrick_centaur,label,nine_partition_label,three_partition_label,qc,url,url_alphanum
e150a8892ad063b1b1d3f34e99589a82,2,2,folliculitis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=1679,httpwwwatlasdermatologicocombrimgimageId1679.jpg
ea662c019df30d85abbbdc57aa1b1efc,4,5,pityriasis rubra pilaris,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5768,httpwwwatlasdermatologicocombrimgimageId5768.jpg
3e3d022279f868469f9c117d09d26590,5,5,pityriasis rubra pilaris,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5684,httpwwwatlasdermatologicocombrimgimageId5684.jpg
32538e2826745341e1bbd242c3ea9e15,4,3,pityriasis rubra pilaris,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5646,httpwwwatlasdermatologicocombrimgimageId5646.jpg
444c0a1306e6dacaf7b8166c95735817,3,2,nematode infection,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=3159,httpwwwatlasdermatologicocombrimgimageId3159.jpg
efb8b95cfccb188e2aa64bfbcfe5519c,2,3,lupus erythematosus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4128,httpwwwatlasdermatologicocombrimgimageId4128.jpg
2cc6488dcefce545904151d0f3dcf7be,4,4,scabies,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6603,httpwwwatlasdermatologicocombrimgimageId6603.jpg
1d548487c6828ba27d4d40f803acf030,5,4,tungiasis,inflammatory,non-neoplastic,1 Diagnostic,http://atlasdermatologico.com.br/img?imageId=7636,httpwwwatlasdermatologicocombrimgimageId7636.jpg
c2aa0fb23433fd3655c6b24cfc50f5a9,3,-1,lupus erythematosus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4073,httpwwwatlasdermatologicocombrimgimageId4073.jpg
74ebd26bb5278f3a52cc650c06c1e9c8,3,1,tungiasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=7711,httpwwwatlasdermatologicocombrimgimageId7711.jpg
c6f97424eb1f98c4d54459e21f506e51,4,4,lupus erythematosus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6475,httpwwwatlasdermatologicocombrimgimageId6475.jpg
235ebeb276b0110d92d01f8830b281c2,2,4,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6294,httpwwwatlasdermatologicocombrimgimageId6294.jpg
0a633dbb61bed6b4dc5d54cc52376064,4,3,nematode infection,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=3231,httpwwwatlasdermatologicocombrimgimageId3231.jpg
cd12cedc926b8e738da66bd973c187bf,3,3,folliculitis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=2105,httpwwwatlasdermatologicocombrimgimageId2105.jpg
bffd8a9b8bbc1e2fb0cbbd03d1733d64,3,3,porokeratosis actinic,benign epidermal,benign,,http://atlasdermatologico.com.br/img?imageId=5990,httpwwwatlasdermatologicocombrimgimageId5990.jpg
4e0139c836cf84e31bd6cd098e826ec9,4,5,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6333,httpwwwatlasdermatologicocombrimgimageId6333.jpg
2ed8dcb2fd174a89aef24384e60c68e7,5,4,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6335,httpwwwatlasdermatologicocombrimgimageId6335.jpg
4484246918902ab12221b60f39f8cda7,-1,4,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6310,httpwwwatlasdermatologicocombrimgimageId6310.jpg
db40e424190fda234c73191048629ac2,3,3,scabies,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4963,httpwwwatlasdermatologicocombrimgimageId4963.jpg
56dcf661f51205c6dca7a303d3aab52c,5,6,lupus erythematosus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=8825,httpwwwatlasdermatologicocombrimgimageId8825.jpg
0996f71a82b9465e293332512e0d4192,2,2,scabies,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6563,httpwwwatlasdermatologicocombrimgimageId6563.jpg
af4e43e3e696a009d1be531ad2b75e53,6,6,pityriasis rubra pilaris,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5733,httpwwwatlasdermatologicocombrimgimageId5733.jpg
defef45b3b181684b2deb5648aefbbb5,5,5,pityriasis rubra pilaris,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5698,httpwwwatlasdermatologicocombrimgimageId5698.jpg
b054117f672191d2124d4bfa72f19256,3,3,nematode infection,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=3183,httpwwwatlasdermatologicocombrimgimageId3183.jpg
4a0e883996d1f6fb4d015ec820c5d43c,5,4,lupus erythematosus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4131,httpwwwatlasdermatologicocombrimgimageId4131.jpg
846947c9dce425dae8a40ea12ee1cd53,4,3,lupus erythematosus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4134,httpwwwatlasdermatologicocombrimgimageId4134.jpg
97b19b8ec0ce7bacaf9c3e492b86eb4a,5,4,scabies,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4902,httpwwwatlasdermatologicocombrimgimageId4902.jpg
cde020ff727606ce0718216d115a1a39,4,4,lupus erythematosus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4136,httpwwwatlasdermatologicocombrimgimageId4136.jpg
444a00f07c5c270c4878171aadcd7cfd,1,1,scabies,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4928,httpwwwatlasdermatologicocombrimgimageId4928.jpg
f03897a375e05e803e8935e818ce56fe,3,-1,lupus erythematosus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4084,httpwwwatlasdermatologicocombrimgimageId4084.jpg
1caebc4712239e9a1f6a786ac5591c87,6,5,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6298,httpwwwatlasdermatologicocombrimgimageId6298.jpg
dc68940bc274808c66a6f6fc3d1d6978,5,4,lupus erythematosus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4058,httpwwwatlasdermatologicocombrimgimageId4058.jpg
ad704c308469e0daf5ed559675b4b11b,-1,3,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6292,httpwwwatlasdermatologicocombrimgimageId6292.jpg
fd4921ca7f4b2f377163b1e551a1b0a4,3,3,nematode infection,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=3192,httpwwwatlasdermatologicocombrimgimageId3192.jpg
a6c9c98d061ae5fcaead128ce3dd836c,6,5,pityriasis rubra pilaris,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5730,httpwwwatlasdermatologicocombrimgimageId5730.jpg
d163c9436dccea04dbb708684ca88787,5,5,pityriasis rubra pilaris,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5797,httpwwwatlasdermatologicocombrimgimageId5797.jpg
a5cc29ca663021e93ed34fe40c3a45f0,4,2,tungiasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=7714,httpwwwatlasdermatologicocombrimgimageId7714.jpg
1715b6b8872366ef1f6e059fd9918e2d,3,5,lupus erythematosus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4075,httpwwwatlasdermatologicocombrimgimageId4075.jpg
59f836f94168551a1a24e73352d68ae3,3,3,porokeratosis actinic,benign epidermal,benign,,http://atlasdermatologico.com.br/img?imageId=5996,httpwwwatlasdermatologicocombrimgimageId5996.jpg
23b9e5a8b9a7bd69de2e6137929c3656,4,4,lupus erythematosus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4138,httpwwwatlasdermatologicocombrimgimageId4138.jpg
e672dac0d8e357a7a6d9ee5e4fbedfd7,5,4,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6268,httpwwwatlasdermatologicocombrimgimageId6268.jpg
0d03469c269b09952112b8d1990257cf,2,2,folliculitis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4209,httpwwwatlasdermatologicocombrimgimageId4209.jpg
b33df4d9395a2ece47ffb0df1fda85ee,4,3,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6259,httpwwwatlasdermatologicocombrimgimageId6259.jpg
40b50c1b1c3a3253d51c4369a6e6eb17,-1,-1,folliculitis,inflammatory,non-neoplastic,1 Diagnostic,http://atlasdermatologico.com.br/img?imageId=2158,httpwwwatlasdermatologicocombrimgimageId2158.jpg
30a813c04674884e9e090c1c154133d0,4,4,lupus erythematosus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4093,httpwwwatlasdermatologicocombrimgimageId4093.jpg
b8e711a6b176c755634200d024ab612a,5,2,scabies,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4953,httpwwwatlasdermatologicocombrimgimageId4953.jpg
45d0f3554ae5037cb8ce70d3eb4f38ee,-1,-1,tungiasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=7639,httpwwwatlasdermatologicocombrimgimageId7639.jpg
0ff7c60fea8b55fd7f567d60cb7afe7c,3,4,scabies,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=8791,httpwwwatlasdermatologicocombrimgimageId8791.jpg
046830fd48e6a5c58d88c1241ac64959,1,2,tungiasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=8451,httpwwwatlasdermatologicocombrimgimageId8451.jpg
77ce32aa7b4c547fd192873ef9ec6485,5,6,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6302,httpwwwatlasdermatologicocombrimgimageId6302.jpg
06024e3209a49eb808f450e87137363b,2,1,tungiasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=7645,httpwwwatlasdermatologicocombrimgimageId7645.jpg
f3285b986ca213e37877c96a2f74d2a1,6,5,nematode infection,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=8609,httpwwwatlasdermatologicocombrimgimageId8609.jpg
96388c595167023c0a17705eb7398305,6,5,folliculitis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6184,httpwwwatlasdermatologicocombrimgimageId6184.jpg
b8612725adba1b4a98feecbc90fb62fb,4,4,pityriasis rubra pilaris,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5689,httpwwwatlasdermatologicocombrimgimageId5689.jpg
290e52997214bdf1b4a54b5f1ba10ed1,5,5,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6252,httpwwwatlasdermatologicocombrimgimageId6252.jpg
57ae27c973d742de56e7c0451673f17e,5,6,nematode infection,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=3189,httpwwwatlasdermatologicocombrimgimageId3189.jpg
9ac667292bc54d63cfaa91f483d3a817,5,5,pityriasis rubra pilaris,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5716,httpwwwatlasdermatologicocombrimgimageId5716.jpg
aead27d358616d58d699a657590d4c45,1,1,nematode infection,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=3179,httpwwwatlasdermatologicocombrimgimageId3179.jpg
c5fa935ee8d1cc719413c7d815722b3a,3,3,nematode infection,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=3188,httpwwwatlasdermatologicocombrimgimageId3188.jpg
2f04a53d76ddbe0da4c6b687f856e340,2,3,scabies,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6585,httpwwwatlasdermatologicocombrimgimageId6585.jpg
d8feab6f89ca75d40d11787e2b774ff1,2,1,scabies,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6559,httpwwwatlasdermatologicocombrimgimageId6559.jpg
d9480e888a1caa8f33fb117b24424eeb,4,4,porokeratosis actinic,benign epidermal,benign,,http://atlasdermatologico.com.br/img?imageId=5929,httpwwwatlasdermatologicocombrimgimageId5929.jpg
ac5a3fb28c091580ccc7f79c738671b4,1,-1,tungiasis,inflammatory,non-neoplastic,1 Diagnostic,http://atlasdermatologico.com.br/img?imageId=7712,httpwwwatlasdermatologicocombrimgimageId7712.jpg
66c7555e144c2ac241f790eb45dcc858,3,2,folliculitis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4205,httpwwwatlasdermatologicocombrimgimageId4205.jpg
6a4d9ad466a5bf1767573abe3d03903a,3,2,scabies,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4936,httpwwwatlasdermatologicocombrimgimageId4936.jpg
14dac9262858f24b223cb7efa660bd29,2,-1,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6248,httpwwwatlasdermatologicocombrimgimageId6248.jpg
20befb1b6128fad2e770487c5b998d6c,4,4,porokeratosis actinic,benign epidermal,benign,,http://atlasdermatologico.com.br/img?imageId=5938,httpwwwatlasdermatologicocombrimgimageId5938.jpg
a2b22c454b31198323e9abea0d2012d6,4,5,nematode infection,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=3226,httpwwwatlasdermatologicocombrimgimageId3226.jpg
528e8095780452e7a43d1f922f73845f,5,5,pityriasis rubra pilaris,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5676,httpwwwatlasdermatologicocombrimgimageId5676.jpg
baf0a743c6c5826b8ce2c10398eeeded,3,2,tungiasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=7691,httpwwwatlasdermatologicocombrimgimageId7691.jpg
7d8f14bc6c617b6247380f77be1c8b94,2,3,lupus erythematosus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4053,httpwwwatlasdermatologicocombrimgimageId4053.jpg
4db07607f65f6d096771422eaf124c40,4,4,lupus erythematosus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4070,httpwwwatlasdermatologicocombrimgimageId4070.jpg
48c2c3c94f67826460083569254e1e13,5,5,lupus erythematosus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4105,httpwwwatlasdermatologicocombrimgimageId4105.jpg
1ae030b1fb9f6c5297c935f510845695,2,-1,tungiasis,inflammatory,non-neoplastic,1 Diagnostic,http://atlasdermatologico.com.br/img?imageId=7717,httpwwwatlasdermatologicocombrimgimageId7717.jpg
18e4cb2dff0995b2fa5d62a5964c6091,3,4,pityriasis rubra pilaris,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5729,httpwwwatlasdermatologicocombrimgimageId5729.jpg
6de5f33db217014afb3f2107e41a9222,4,3,tungiasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=7679,httpwwwatlasdermatologicocombrimgimageId7679.jpg
4efda277537f97985cf44ced3ef94ff4,4,4,scabies,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4955,httpwwwatlasdermatologicocombrimgimageId4955.jpg
c18e85e3a689b098ad9203017309a23a,2,-1,scabies,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4940,httpwwwatlasdermatologicocombrimgimageId4940.jpg
9f1925ef4b981362e4b8f03c772aee41,-1,2,porokeratosis actinic,benign epidermal,benign,,http://atlasdermatologico.com.br/img?imageId=8980,httpwwwatlasdermatologicocombrimgimageId8980.jpg
8be854d00d6e54d410792133c33e79df,3,2,folliculitis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4208,httpwwwatlasdermatologicocombrimgimageId4208.jpg
28063f4cddd71f3bfb4a5ff368fc3c6a,5,4,nematode infection,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=3139,httpwwwatlasdermatologicocombrimgimageId3139.jpg
a67be91b107a1f01622e9fd77224decb,1,-1,tungiasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=7722,httpwwwatlasdermatologicocombrimgimageId7722.jpg
e0895cf37c715e07d1c150caed19c9b6,3,4,pityriasis rubra pilaris,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5673,httpwwwatlasdermatologicocombrimgimageId5673.jpg
2cdd5280c2c5286b4bf4fc63c9dcbefb,3,1,scabies,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6564,httpwwwatlasdermatologicocombrimgimageId6564.jpg
a6f451d82e7197c504460505870edb5a,5,3,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6236,httpwwwatlasdermatologicocombrimgimageId6236.jpg
8fa6ebc9d450267dd014196bd0549133,2,1,tungiasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=8448,httpwwwatlasdermatologicocombrimgimageId8448.jpg
48ee7754c516d4c500d9d211417c14c0,5,5,pityriasis rubra pilaris,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5741,httpwwwatlasdermatologicocombrimgimageId5741.jpg
329943655d928c776677a24b3dc7d38a,2,5,scabies,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6568,httpwwwatlasdermatologicocombrimgimageId6568.jpg
c3896a99ded4d2b1e3d8b691ea2ac071,6,6,lupus erythematosus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=8512,httpwwwatlasdermatologicocombrimgimageId8512.jpg
84849da0a2698f554aae6695998728c0,4,-1,lupus erythematosus,inflammatory,non-neoplastic,1 Diagnostic,http://atlasdermatologico.com.br/img?imageId=4072,httpwwwatlasdermatologicocombrimgimageId4072.jpg
d77b82fe620771f57f4465ad9a8c0aa5,2,1,nematode infection,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=3151,httpwwwatlasdermatologicocombrimgimageId3151.jpg
55698653dbc808507f4281f9a1bcb989,2,1,nematode infection,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=3160,httpwwwatlasdermatologicocombrimgimageId3160.jpg
6d1f3a24b6d6e2d1fd1c292d29bef01b,-1,4,scabies,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4968,httpwwwatlasdermatologicocombrimgimageId4968.jpg
d4c50e54ff437793a0e27cc60416dfbf,3,3,porokeratosis actinic,benign epidermal,benign,,http://atlasdermatologico.com.br/img?imageId=5987,httpwwwatlasdermatologicocombrimgimageId5987.jpg
9c10704c59eb2130741fedb9b93a3aab,6,6,lupus erythematosus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=8821,httpwwwatlasdermatologicocombrimgimageId8821.jpg
9238559c66a9eb608af34de0f16ff037,5,4,pityriasis rubra pilaris,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5655,httpwwwatlasdermatologicocombrimgimageId5655.jpg
e5c5c00f8691ed1c16b28012ad182af2,4,5,pityriasis rubra pilaris,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5759,httpwwwatlasdermatologicocombrimgimageId5759.jpg
15da47d8d165aab8ec5ed17718080143,3,4,lupus erythematosus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4051,httpwwwatlasdermatologicocombrimgimageId4051.jpg
9efdf3fd49a06f26349b4b73552bb716,5,5,scabies,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4952,httpwwwatlasdermatologicocombrimgimageId4952.jpg
85624bc14ee0c3c2650fb9fe5e878351,5,5,pityriasis rubra pilaris,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5702,httpwwwatlasdermatologicocombrimgimageId5702.jpg
077b51b195c915380f4cb0094a23bb50,3,3,pityriasis rubra pilaris,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5668,httpwwwatlasdermatologicocombrimgimageId5668.jpg
01900ccf16f610998790c7f8c6d9cbec,3,3,lupus erythematosus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4056,httpwwwatlasdermatologicocombrimgimageId4056.jpg
f9471544b702f7ec13ea03a41f368211,-1,-1,tungiasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=7685,httpwwwatlasdermatologicocombrimgimageId7685.jpg
7581aa8e4a375c371a9a1c618a4cf5a3,4,3,nematode infection,inflammatory,non-neoplastic,4 Other,http://atlasdermatologico.com.br/img?imageId=3222,httpwwwatlasdermatologicocombrimgimageId3222.jpg
0d4fe1d80c6ba4ea06e5c2f90b093f22,3,-1,folliculitis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6199,httpwwwatlasdermatologicocombrimgimageId6199.jpg
3c5ea4fff2494e9817c22d8e33cb2134,3,2,scabies,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6582,httpwwwatlasdermatologicocombrimgimageId6582.jpg
c01623aebd4b43f4a36b39c4fe3eb847,3,3,porokeratosis actinic,benign epidermal,benign,,http://atlasdermatologico.com.br/img?imageId=6002,httpwwwatlasdermatologicocombrimgimageId6002.jpg
3775d9c4eb04403518cd9a3e002a9a7b,3,-1,tungiasis,inflammatory,non-neoplastic,1 Diagnostic,http://atlasdermatologico.com.br/img?imageId=7700,httpwwwatlasdermatologicocombrimgimageId7700.jpg
3ef28950d53795e0d605c478f9e9453a,-1,5,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6308,httpwwwatlasdermatologicocombrimgimageId6308.jpg
dc0b089b0c2ee5f0eea901e28846e780,6,6,lupus erythematosus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=8820,httpwwwatlasdermatologicocombrimgimageId8820.jpg
f535eadcea09eb5940f343c17a3ff4b1,3,-1,tungiasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=7664,httpwwwatlasdermatologicocombrimgimageId7664.jpg
71592feeff8bbed08146af1632452e3d,4,3,scabies,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=8797,httpwwwatlasdermatologicocombrimgimageId8797.jpg
a7683d754cb59fecd54f1f2b0c684331,4,3,lupus erythematosus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4117,httpwwwatlasdermatologicocombrimgimageId4117.jpg
6907a4d2fbc55ee63fc6ea21dd3cd101,4,3,porokeratosis actinic,benign epidermal,benign,,http://atlasdermatologico.com.br/img?imageId=5953,httpwwwatlasdermatologicocombrimgimageId5953.jpg
c9d6da6e630c177dc49d9599621a7483,4,3,porokeratosis actinic,benign epidermal,benign,,http://atlasdermatologico.com.br/img?imageId=5973,httpwwwatlasdermatologicocombrimgimageId5973.jpg
f4f41b57f4862dd72c7f65e9461c3859,2,2,nematode infection,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=3165,httpwwwatlasdermatologicocombrimgimageId3165.jpg
2b6f45da1338d44238f6f19a9c6c2f71,3,3,nematode infection,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=3143,httpwwwatlasdermatologicocombrimgimageId3143.jpg
8011ac7aff634d59959f950b1cc3106f,5,6,pityriasis rubra pilaris,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5719,httpwwwatlasdermatologicocombrimgimageId5719.jpg
f173025f54b259f65889db712842ea12,6,5,pityriasis rubra pilaris,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5763,httpwwwatlasdermatologicocombrimgimageId5763.jpg
441be9cb63fa333a5bc8e3d2646f934c,4,-1,folliculitis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=2157,httpwwwatlasdermatologicocombrimgimageId2157.jpg
84be337bf35a44299720a9a582ed9c6c,-1,-1,tungiasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=7667,httpwwwatlasdermatologicocombrimgimageId7667.jpg
36f7ad16f505b41e198daa4f711a4115,4,2,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6287,httpwwwatlasdermatologicocombrimgimageId6287.jpg
0ccf49af9bf5de3eeadc5e6ad0389127,5,-1,tungiasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=7690,httpwwwatlasdermatologicocombrimgimageId7690.jpg
a2e2f7fc8c2c7a53f89cb9ce2467444a,6,5,lupus erythematosus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4115,httpwwwatlasdermatologicocombrimgimageId4115.jpg
0f6dd3314858e27dcc8d8fc8c53c9d36,4,3,folliculitis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=2109,httpwwwatlasdermatologicocombrimgimageId2109.jpg
fa6e2571142424edd0b25a0ee836162f,2,1,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6275,httpwwwatlasdermatologicocombrimgimageId6275.jpg
